song_name,average_ms_played
I'm Yours,136833.6393442623
I'm Yours - Acoustic,18575.0
I'm Yours - Live on HSN Live,165304.0
I'm a Believer - 2006 Remaster,72032.42857142857
I'm a Lady - from SMURFS: THE LOST VILLAGE,57533.857142857145
I'm a Mess,97399.49132947977
I'm a Pushover,0.0
I'm a Slave 4 U,115209.21176470588
I'm in Love With You,27302.0
I'm in Love Without You,2282.0
I'm not Pretty,49282.11111111111
I'm on Fire,49047.0
I'm the One,111719.33333333333
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",13135.666666666666
I'm the One - Acoustic,5921.0
I'm with You,111631.5142857143
I'm with You - Live at Red Rocks Amphitheatre,270623.0
I've Been Looking (feat. Park Chisolm),9148.0
I've Been Loving You Too Long,3989.0
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),70131.33333333333
I've Done Love,106166.5
I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),14442.333333333334
I've Got A Feeling - Remastered 2009,4878.5
I've Got All This Ringing In My Ears And None On My Fingers,8730.0
I've Got Forever,62672.0
I've Got Plenty To Be Thankful For,177547.0
I've Got The Music in Me,8196.0
I've Got This Feeling,208.0
I've Got This Friend,157162.81818181818
I've Got You (And You've Got Me),77797.83333333333
I've Got You Under My Skin,39206.2
"I've Got a Dream - From ""Tangled""/Soundtrack Version",10197.0
I've Got a Name for the Newborn Child,59809.5
I've Got a Woman,91747.5
I've Got to Use My Imagination,3645.0
"I've Just Seen A Face - From ""Across The Universe"" Soundtrack",97349.84210526316
I've Just Seen A Face - Remastered 2009,122200.42857142857
I've Just Seen a Face,135130.25
I've Never Been In Love Before - Vocal Version,269000.0
I've Never Been in Love Before,12682.2
I've Told You Now,157523.85714285713
"I've Told You Now - Live At St Pancras Old Church, London",5270.5
"I, Carrion (Icarian)",123276.5
I.F.L.Y.,2089.0
I.F.U.,18320.0
I2I,768.0
ICE (We Should Do Drugs),14384.0
ICU (Madison's Lullabye),21709.34375
ICY GRL,21810.666666666668
IDGAF,109413.26666666666
IDGAF (feat. Yeat),260112.0
IDGAF (with blackbear),83429.0
IDGAF - Hazers Remix,2856.0
IDK,3877.0
IDK You Yet,8552.0
IF YOU GO DOWN (I'M GOIN' DOWN TOO),8068.25
II HANDS II HEAVEN,1900.0
II MOST WANTED,116027.45454545454
ILYSB - STRIPPED,7198.0
IMNOTYOURBOYFRIENDBABY,7430.0
IN NOME DEL PADRE,64934.0
INC.,50708.0
INDUSTRY BABY (feat. Jack Harlow),94700.67105263157
ISSA PARTY (feat. BabyDrill),30858.285714285714
IT AIN'T ME BABE,174656.0
IT GIRL,93630.5
Ice Cream,30657.0
Ice Cream (with Selena Gomez),116327.5
Ice Cream Man.,3808.0
Ice Cream Paint Job,1462.0
Ice Ice Baby,6733.0
Ice Ice Baby (Zumba Remix),7848.0
Ice Melts,3552.0
Icicle Tusk,1462.0
Ick,24292.333333333332
Icon - Reggaeton Remix,208880.0
Icon - Remix,1521.0
Icy Heartthrob,59987.666666666664
Idle Moments - Rudy Van Gelder Edition / Remastered 1999,896080.0
Idle Town,11633.0
If,84492.5
If All The Raindrops,0.0
If Anyone Falls,1741.0
If By Chance,20377.0
If Everyone Cared,106467.96774193548
If Everyone Cared - 2020 Remaster,204114.5
If He Wanted To He Would,5149.0
If Heaven Wasn't So Far Away,696.0
If I Ain't Got You,143657.88888888888
"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",15688.666666666666
If I Can Dream (From The Original Motion Picture Soundtrack ELVIS),196000.0
If I Can Dream (from the NBC Elvis All-Star Tribute),23741.0
If I Can't Have You,2147.4
If I Can't Have You (feat. Emily King) - Live from the Hollywood Bowl,0.0
If I Could Fly,115717.0
If I Could Tell Her,124808.0
If I Could Turn Back Time,30055.11111111111
If I Didn't Have You,301.5
If I Didn't Know Better,153010.52755905513
If I Didn't Know Better (Live at Eddie's Attic),88975.66086956521
If I Didn't Know Better - Live,186159.0
If I Didn't Know Better - Live at Eddie's Attic,170316.9453125
If I Didn't Love You,43796.8
If I Didn’t Love You,1926.5
If I Die Young,4231.111111111111
If I Die Young (Glee Cast Version),17478.0
If I Died Last Night,91463.0
"If I Don't Laugh, I'll Cry",198009.0
If I Drink This Beer,148566.0
If I Drink This Beer - Live,119491.0
If I Ever Leave This World Alive,4014.8571428571427
If I Fall You're Going Down with Me,1567.0
If I Fell,132676.15384615384
"If I Fell - Acoustic / Live At The Hit Factory, NYC / 2003",122821.65714285715
If I Fell - Remastered 2009,139218.4
"If I Go, I'm Goin",533.0
If I Had,4521.5
If I Had A Boat,16462.0
If I Had Wings,122332.5
If I Know Me,1300.0
If I Lose Myself,38553.75
If I Lose Myself - Alesso vs OneRepublic,142710.66666666666
If I Loved You,13610.0
If I Loved You (feat. Lindsey Buckingham),216479.0
If I Needed Someone - Remastered 2009,10298.0
If I Never See Your Face Again,201000.0
If I Say,90881.0
If I Told You,3016.1666666666665
If I Told You (Reprise),22620.571428571428
If I Wanted Someone,129617.33333333333
If I Was God,73235.0
If I Was a Cowboy,2949.5
If I Were A Boy,2530.0
If I Were Sorry,184060.0
If I Were a Bell,14430.833333333334
If I Were a Boy,43366.666666666664
If I Were a Carpenter,117794.0
If I Were a Carpenter - 2006 Remaster,26377.0
If I was a Carpenter,31878.333333333332
If I'm Bein' honest,0.0
If I'm Being Honest,14037.0
If I'm Dancing,2273.5
If I'm Still Dreaming,226853.0
If It Ain't Love,2438.0
If It Ain't You,1509.0
If It Feels Good (Then It Must Be),169079.33333333334
If It Hadn't Been For Love,239640.0
If It Happens Again,23057.0
If It Isn't Love,2786.0
If It's Alright,2252.0
If It's Love,77634.0
If It's Love - Live,147800.0
If It's Over (feat. Charli XCX),1625.0
If Love Was Easy,54334.0
If Momma Coulda Seen Me,155480.0
If Momma Was Married,57845.2
If My Heart Had A Heart,2543.0
If My Heart Had Wings,3424.5
If My Name Was Whiskey,68910.66666666667
If Only,87725.6
If Only (Quartet),1393.0
If Only You Would Listen,7157.0
If Only for Memories,87122.58333333333
If She Ever Leaves Me,19018.0
If The World Falls To Pieces,2879.0
If The World Was Ending (feat. Julia Michaels) - Marian Hill Remix,160835.04402515723
If These Walls Could Speak (Live),2205.0
If This is Love,79174.83333333333
If Today Was Your Last Day,109009.15384615384
If Tomorrow Never Comes,16149.0
If U Seek Amy,133013.9512195122
If U Seek Amy - Crookers Remix - 2009 Remaster,1877.0
If We Ever Broke Up,23483.5
If We Were Vampires,3343.0
If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,74436.66666666667
If You Ain't Here To Party,148732.80434782608
If You Can't Hang,2205.0
If You Could Only See,80787.5
If You Could Read My Mind,25891.474860335195
If You Could See Me Now,42442.0
If You Died Today,55744.71428571428
If You Ever Did Believe,1857.0
If You Ever Wanna Be In Love - James Bay Spotify Session 2015,127978.0
"If You Hadn't But You Did from Two On the Aisle, 1951 - Vocal",1996.0
If You Leave Me Now,157364.66666666666
If You Lie Down With Me,161807.5625
If You Love Her,108406.33333333333
If You Love Her - feat. Meghan Trainor,79672.4
If You Love Somebody Set Them Free - 2011 Remix,264866.0
If You Met Me First,4010.0
If You Need Me,936.0
"If You Need To, Keep Time on Me",149441.48
If You Wanna Be Loved,1168.3333333333333
If You Wanna Be Loved - John Gibbons Remix,177895.0
If You Wanna Love Somebody - Single Version,234704.0
If You Want Blood (You've Got It),2066.0
"If You Want To Sing Out, Sing Out",41422.0
If You Were Me,1602.0
If You Were My Girl,4969.0
If You're Going Through Hell (Before The Devil Even Knows),1776.0
If You're Gone,29264.666666666668
If You're Gonna Lie,5131.0
If You're Over Me,50560.0
If You're Over Me - NOTD Remix,47949.0
If You've Never Been Hurt,150949.0
If Your Heart Can Handle It,116530.0
If Your Heart Can Handle It - Live,209440.0
If and When We Rise Again,50204.25
If the Boot Fits,56366.0
If the World Was Ending (feat. Julia Michaels),103159.94117647059
Ignite,152315.5
Ignition - Remix,99215.66666666667
Ignition / Do You... (Mashup),18886.0
Ignorance,220988.29166666666
Igual Que Un Ángel (with Peso Pluma),28802.76923076923
Iko Iko (My Bestie),1741.0
"Iko Iko - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",812.0
Il Macquillage Lady,0.0
Illusion,20153.85714285714
Im In Love Ft. Celle,74694.33333333333
Im Not The Only One,24206.5
Im a Dog (feat. DG Yola),2972.0
Imaginary,1525.0
Imaginary Friend,180327.66666666666
Imagination,146226.66666666666
Imagine,1799.0
Imagine - Remastered 2010,95360.75
Imagining My Man,18408.0
Immortal Queen (feat. Chaka Khan & Bianca Costa),60749.0
Immortal Queen (feat. Chaka Khan & Eve),1300.0
Immortal Queen (feat. Chaka Khan),71331.0
Immortals,37928.5
Immune,138901.0
Impatient,64875.5
Imploding The Mirage,1218.5
Impossible,56039.25
Impossible Year,133947.09677419355
Imposter,1590.5
Imposter Syndrome,3436.0
In A Moment,69.0
In A Sentimental Mood,28487.0
In And Out Of Love,2948.0
In Another Life,25983.0
In Between,50157.444444444445
In Case You Didn't Know,88653.90909090909
In Case You Didn’t Know,103320.66666666667
In Case You Don't Live Forever,7941.0
In Color,84055.92592592593
In Da Club,43825.14705882353
In Da Getto,124267.5
In Dulci Jubilo,248284.4
In For The Kill - Skream's Let's Get Ravey Remix,1811.0
In His Arms,3599.0
In Love,49733.0
In Love Again,23637.0
In Love By Now,1462.0
In Love With The Girl,1253.0
In Love With The Pain,2020.0
In Love With a Girl,124064.5
In Motion (feat. Japanese Wallpaper),223053.0
In My Arms (feat. Jamie N Commons),93016.85714285714
In My Bed,53870.95
In My Bed - CJ Mix,63230.0
"In My Bed - Live At Concorde, Brighton / 2008",122599.0
In My Bed - Live From T In The Park / 2004,38461.0
In My Blood,85387.94444444444
In My Blood - Acoustic,184186.0
In My Bones,4832.0
In My Dreams,165787.33333333334
In My Feelings,27099.625
In My Head,96367.9
In My Head (with Duddy B of Dirty Heads),6129.5
In My Life,16663.5
In My Life - Remastered 2009,15426.8
In My Mind,46011.2
In My Room (feat. Ty Dolla $ign & Tyga),73946.5
In My Sheets,6611.0
In My Veins,1996.0
"In Summer - From ""Frozen""/Soundtrack Version",93496.0
In The Arms Of A Stranger - Grey Remix,36037.0
In The Blue,98972.5
In The City,45382.5
In The Closet,3776.0
In The Dark,150009.03225806452
In The End,3622.0
In The Garden,15092.0
In The Garden - The Voice Performance,116695.78378378379
In The Ghetto,0.0
In The Heights,63158.0
In The Kitchen,7717.0
In The Light,118620.5625
In The Middle,39474.666666666664
In The Morning,28932.0
In The Morning - Live in Switzerland,150756.6
In The Morning - Solstice Version,110037.0
In The Night,145623.25
In The Party,1648.0
In The Stars,96194.30769230769
In The Still Of The Night,186532.0
In The Still of the Night,50826.17647058824
In This Life,146795.0
In This Place,2581.0
In This World (Sped Up),1250.0
In Too Deep,123681.68965517242
In Your Arms,109795.5
In Your Corner,103439.5
In Your Dreams (feat. Killer Mike & Janelle Monáe),1927.0
In Your Eyes,3207.5
In Your Eyes - 2012 Remaster,2379.5
In Your Hands,0.0
In Your Hands (feat. Ty Dolla $ign),72424.5
In Your Head,40515.9
In Your Light,94759.66666666667
In Your Love,169572.5
In Your Pocket,124816.0
In a Stranger's Arms,2105.25
In a Week (feat. Karen Cowley),251870.25
In a Week - Live From Spotify London,273263.0740740741
In my head (acoustic),47345.0
In the Aeroplane Over the Sea,10827.0
In the Bleak Mid-Winter / Silent Night,216474.0
In the Bleak Midwinter,241000.625
In the Clear for Now,19052.0
In the Dark,123508.54545454546
In the End,20177.5
In the End of Time - A Cappella Version,1749.0
In the Garden,12213.0
In the Garden - Probi Remix,2600.0
In the Ghetto,2623.0
In the Long Run,2345.0
In the Middle of the Night (Sped Up) - Just Call My Name,110041.0
In the Mood - 2006 Remaster,11192.0
In the Morning,75897.0
In the Name of Love,57550.125
In the Room: Cruisin',139384.5
In the Summertime - Stinson Beach Sessions,2020.0
In the Wind,8718.5
In the Woods Somewhere,166037.66666666666
Inception,67732.0
Incidental Music,1557.0
Incredible (feat. Labrinth),85031.0
Independence Day,103975.0
Independent Women Pt. II,147034.0
"Independent Women, Pt. 1",142781.18181818182
"Independent Women, Pt. I - #1's Edit",216266.0
Indestructible,1950.0
Indian Outlaw,139.0
Indian Summer,4423.0
Indiana,112682.65
Indica Badu,810.0
Indifferent,1640.0
Indigo,37725.5
Inevitable,8469.0
"Infant Holy, Infant Lowly / Away in a Manger",248464.0
Infatuation,86229.44444444444
Infinity,107437.44347826087
Infinity 2008 - Klaas Vocal Edit,30069.0
Influence,128113.4268292683
Innocence,149498.75
Innocence and Sadness,1216.0
Innocent Son,110817.0
Inside Friend (feat. John Mayer),135922.0
Inside My Head,172587.08333333334
Inside My Head - Live,235699.2142857143
Inside Out,132255.15789473685
Inside Your Heaven,125081.0
Inside feat. Trey Songz,1114.0
Insider,1137.0
Insomnia - King Topher Remix,895.0
Inspired,104450.10666666667
Instant Crush (feat. Julian Casablancas),337560.0
Instead,5874.0
Instinct (feat. MadeinTYO),174311.0
Instruction (feat. Demi Lovato & Stefflon Don),77588.0
Instruction - Mr Eazi Remix,188943.0
Instrumental Dreams,137142.0
Insulation,9397.5
Int'l Players Anthem (I Choose You) (feat. Outkast),2252.0
Intention,115846.25
Intentions,20936.545454545456
Intentions (feat. Dan Caplen),203093.0
Intentions (feat. Quavo),1983.0
Interlude,1757.5
Interlude - The Trio,38054.5
Interlude for Piano,16458.75
Interlude: I'm Not Angry Anymore,23597.333333333332
Intermission,7282.666666666667
Internal Heights,1718.0
International Affair (feat. Sean Paul & Tweet),189333.0
International Harvester,69.0
International Love (feat. Chris Brown),12837.0
Internationally,194390.0
Internet,0.0
Internet Blues,76323.0
Interstate Love Song,1346.5
Interstate Love Song - 2019 Remaster,11152.611111111111
Intertwine,16636.0
Interview - Live From Spotify NYC,1779.6666666666667
Interview Part 2 - Live from Spotify NYC,938.0
Interview With Paul McCartney,10959.0
Intimacy,117647.0
Into Happiness,1160.0
Into It,105064.5625
Into The Barrens,1555.0
Into The Light,76700.0
Into The Mystery,2298.0
Into The Past,1834.0
Into The Past - (A Tribute to Nero),316969.0
Into Yesterday,232164.0
Into You,61782.24637681159
Into You - 3LAU Remix,4481.0
Into the Fire,405.0
Into the Groove,285094.0
Into the Mystic,0.0
Into the Mystic - 2013 Remaster,35851.333333333336
Into the Sun,16122.857142857143
Into the Unknown,22574.0
Into the Unknown - Panic! At The Disco Version,46541.444444444445
Intoxicated - Radio Edit,9055.0
Intro,6493.939393939394
Intro (Back to Basics),3552.0
Intro - Live From Spotify NYC,1428.0
Intro - Live from Spotify NYC,2367.0
"Intro / Addicted - Live From Shepherd’s Bush Empire, London / 2007",0.0
Intro / Stronger Than Me,72112.28571428571
"Introducing Me - From ""Camp Rock 2: The Final Jam""",53993.25
Introduction,16370.0
Intrusive Thoughts,176559.49019607843
Inventor dos Amores,197946.0
Invincible,144032.83333333334
Invincible - Vicetone Mix,67848.0
Invisible,14494.5
Invisible (Reprise) / On the Roof,23699.074074074073
Invisible - Piano Version,2600.0
Invisible - Spotify Sessions,216043.0
Invitation,41048.583333333336
Ion Need,6067.5
Ipanema,11749.0
Ipanema Beach,11242.0
Ireland,145903.25
Ireland (Reprise),55453.0
Ireland - Reprise,38127.28571428572
Iridium,1741.0
Iris,44530.88888888889
Iris (2008),1253.0
Irish Celebration,490.0
Iron Man,353880.0
Ironic (feat. Emily Zeck),58228.0
Irrelevant,3343.0
Irreplaceable,33732.0
Irreplaceable - Instrumental,4709.0
Irresistible,33222.857142857145
Irresistible - Remix,49708.0
Irvine,580.0
Is It Over Now? (Taylor's Version) (From The Vault),29362.285714285714
Is It Really Me?,5851.0
Is She Really Going Out With Him?,2066.0
Is She The Reason,1625.0
Is That Alright?,310881.2
Is That For Me,169269.0
Is That Who I Am,59534.0
Is There Anyone Home,1950.0
Is This Love,154522.0
Is This Love ('09) (feat. 50 Cent),5767.2
Is Your Love Enough?,126093.0
Isabelle,46937.5
Island,136829.37313432837
Island Feeling,206160.0
Island Girl,167672.75
Island In The Sun,38508.9375
Island Inside Me,125506.0
Island Song,112909.15217391304
Island Style,7424.0
Island Wedding Dance (Instrumental Version),11818.0
Islands (kompa pasión),126494.0
Islands In The Stream,201049.5
Islands In The Stream - The Voice Performance,122742.30952380953
Islands In the Stream,127229.22222222222
Isles,187894.0
Isn't It A Lovely Night?,74634.0
Isn't She Lovely,45412.28571428572
Issues,87273.575
Issues (feat. Chris French),2739.0
Issues - Acoustic,98184.64285714286
Issues - Acoustic Unplugged,129935.0
It Ain't Me,154062.0
It Ain't Me (with Selena Gomez) - Tiësto's AFTR:HRS Remix,100280.0
It Ain't Me Babe,119652.0
It Ain't Me Babe (In the Style of Johnny Cash & June Carter) [Karaoke Version],8718.0
"It Ain't Me, Babe (with June Carter Cash)",67500.0
It Ain't My Fault,16631.666666666668
It Ain't Over 'Til It's Over,122770.5
It Ain't The Whiskey,1242.0
It Ain't Yours To Throw Away,150678.8932038835
It Ain't Yours To Throw Away - Duet Version,129730.35714285714
It Aint Me Babe (In the Style of Johnny Cash & June Carter) [Karaoke Version],52342.0
It Aint me - Acoustic,188797.89743589744
It Ain’t Me (with Selena Gomez),155482.19178082192
It All Comes Out in the Wash,1703.6
It All Started With a Beer - Single Version,9926.0
It Came Out Of The Sky,8707.0
It Came Upon a Midnight Clear,223720.6
It Could Be Worse,1369.0
It Didn't,6317.5
It Don't Hurt Like It Used To,2271.1666666666665
It Don't Matter Anyway,2832.0
It Don't Matter to Me,163330.0
It Don't Mean A Thing (If It Ain't Got That Swing),111149.16666666667
It Don't Take Much,198426.0
It Don't Take Much - Live,32704.0
It Don’t Matter - Spotify Singles,173748.5
It Ends Tonight,202370.5
It Feels Good,25762.0
It Gets Better,86520.0
It Gets Better - Bonus Commentary,92503.66666666667
It Girl,6402.0
It Goes Like This,41234.0
It Had to Be You (Big Band and Vocals),5340.0
It Happens,2856.0
It Has Been Said - From the Netflix Series “Bridgerton Season Two”,554.0
It Is Well With My Soul,49667.0
It Keeps You Runnin' - 2009 Remaster,1996.0
It Must Have Been Love,4156.0
It Only Cost Everything,75093.75
It Only Takes a Taste,100566.3359375
It Roars,55076.72
It Should Be Easy (feat. will.i.am),78794.5
It Takes More,173157.0
It Takes Two,46771.846153846156
It Takes Two (Re-Recorded) [Remastered],299047.0
It Was Always You,182142.9375
It Was In Me,1216.0
It Was You,5572.0
It Wasn't Easy To Be Happy For You,100844.07692307692
It Wasn't Me,88782.24590163934
It Wasn't Me - Karaoke,36571.0
It Will Come Back,252649.19607843139
It Will Rain,130885.5
It Won't Be Like This For Long,60892.166666666664
"It Won't Be Long - From ""Across The Universe"" Soundtrack",112291.04347826086
It Won't Be Long - Remastered 2009,77742.0
It Would Be You,986.5
It feels tangible,71656.0
It'll Be Okay,60446.28571428572
It'll Work Itself Out,3343.0
It's 5 O'Clock Somewhere - Live,1923.0
It's A Fucking Disaster,1950.0
It's A Great Day To Be Alive,0.0
It's A Man's Man's Man's World,15159.0
It's A Party,2995.0
It's A Small World,1439.0
It's A Sunshine Day,153317.0
It's A Wonderful Life,1555.0
It's About Time (feat. Florida Georgia Line),2131.2
It's About Us - Interlude,61200.0
It's All Been Done,1557.0
It's All Coming Back to Me Now,882.0
It's All Good,2066.0
It's All in Vain,109571.0
It's Alright,3349.0
It's Always Been You (feat. Drew Seeley),11445.0
"It's Been A Long, Long Time",67786.0
It's Been Awhile,1346.0
It's Beginning To Look A Lot Like Christmas,186.0
It's Beginning to Look a Lot Like Christmas,98350.34782608696
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),673.0
It's Beginning to Look a Lot like Christmas,91688.63636363637
It's Called Wayfinding - Score Demo,1137.5
It's Called: Freefall,905.5
It's Called: Freefall - Sped Up,10193.0
It's Christmas Time Again,136596.66666666666
It's De-Lovely,122671.0
It's Eazy,137125.0
It's Five O'Clock Somewhere,90402.78947368421
It's Friday,7596.055555555556
It's Goin' Down (feat. Nitti),14210.0
It's Gonna Be Love,5796.0
It's Gonna Be Me,71380.85714285714
"It's Hard To Say ""I Do"", When I Don't",40402.0
It's In The Kiss (The Shoop Shoop Song),17647.0
It's Love (feat. Leylani),203267.0
It's Monday,9900.875
It's My Fault - From the Netflix Series “Bridgerton Season Two”,1642.0
It's My House,3552.0
It's My Life,77199.6
It's No Ha-ha-ha,789.0
It's Not All About You,448.0
It's Not Living (If It's Not With You),4342.0
It's Not My Time,1927.0
It's Not Over,70588.5
It's Now or Never,2345.0
It's On Tonight,31999.25
It's On Tonight - Live,230173.0
"It's On Us (Benefiting the ""It's On Us"" Campaign)",104764.0
It's Over,2554.0
It's Possible (From Suessical),69799.0
It's Possible (McElligot's Pool),97816.0
It's Possible (McElligot's Pool) - Original Broadway Cast Recording,19587.88888888889
It's Quiet Uptown,137314.25
It's Raining Men - Single Version,168215.0
It's Raining On Prom Night,1183.5
It's Raining On Prom Night - From “Grease”,13740.0
It's Raining on Prom Night,2113.0
It's So Hard (feat. Donell Jones) (feat. Donnell Jones),44837.0
It's Still Rock and Roll to Me,88510.0
It's The Most Wonderful Time Of The Year,187200.0
It's Thursday,2976.0
It's Time,70203.375
It's Too Late,1932.0
It's Tough to Be a God,3088.0
It's Tuesday,11216.833333333334
It's Wednesday,6845.666666666667
It's You,125065.66666666667
It's Your Love,10472.0
It's Your Thing,68033.0
It's Your Wedding Day,8033.333333333333
It's Your Wedding Day (Finale),147864.0
It's a Beautiful Day,61590.0
It's a Good Time (For a Good Time),2229.0
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),1276.5
It's a Process,789.0
It's a Sin - 2001 Remaster,1532.0
It's in His Kiss,15023.0
It's ok I'm ok,56461.0
It's the Most Wonderful Time of the Year,93565.21428571429
"It’s A Beautiful World - Recorded At Abbey Road Studios, London",6758.0
It’s A Scandal! It’s A Outrage!,1300.0
It’s Ok,6783.0
It’s The Holiday Season,0.0
It’s ‘Cause I Am,91393.66666666667
Ivy - Recorded at Spotify Studios NYC,139411.5
I’ll Be The One (Instrumental) [feat. Milkman],4179.0
I’ll Be Your Man (Song For A Daughter),118000.33333333333
I’m Just An Old Chunk Of Coal (But I’m Gonna Be A Diamond Someday),441.0
I’m Not The Only One,66560.5
I’m Not The Only One - Karaoke,81269.0
I’m On Everything,25750.0
I’m Ready (with Demi Lovato),1098.5
I’m Tired (with Zendaya) - Bonus Track,108624.03571428571
I’m Your Only Flaw,0.0
I’m Yours,175584.0
I’m a Mess (with YUNGBLUD),2104.0
J CHRIST,141429.70491803277
J'aime ta femme - I Like Your Girl,166666.0
JACKSON,169866.0
JAPAN,135767.0
JEKYLL & HIDE,618.0
JOLENE,140928.7
JOYRIDE,33716.666666666664
JUKE BOX BLUES,135306.0
JUMPIN JACK FLASH (Cover),38568.0
JUST FOR FUN,3136.2
Jack & Diane,32169.333333333332
Jack Daniels,1095.0
Jack Sparrow,17965.0
Jack and Sally Montage,33166.0
Jack's Dream,1764.0
Jackboot Jump - Live,111846.36363636363
Jackie Chan,111159.4
Jackie and Wilson,161828.21705426357
Jackie and Wilson - Live in America - Spring/Summer 2015,202676.5
Jackson,98114.0
Jackson (with June Carter Cash),96823.17857142857
Jackson - Karaoke Version In the Style of Johnny Cash,122709.0
Jacob & Sons / Joseph's Coat,35213.0
Jacob And Sons / Joseph's Coat,109783.33333333333
Jacob In Egypt,1253.0
Jaded,138686.04132231406
Jag är ingen älskling,154277.0
Jailbreak,1718.0
Jailhouse Rock,67542.375
Jalebi Baby,3925.0
Jam On It,283088.0
James,37015.0
James Dean,3471.0
James Has Changed,1344.0
James Joint,3181.0
"James Talks About ""Days Of Our Lives""",1818.3333333333333
Jameson,109312.16666666667
Jamie All Over,46328.0
Jamie's Cryin' - 2015 Remaster,20123.666666666668
Jamming,139451.76923076922
Jane,133589.5
Janet,204000.0
Janglin,229600.0
January 28th,242813.0
January Wedding,228000.0
Jap Man Sat Nam,3989.0
Jara,173592.0
Javert,10518.0
Jazz Suite No. 2: VI. Waltz II,981.0
Jazzman,9255.8
Jealous,55936.933333333334
Jealous - Piano Acoustic,198673.0
Jealous - Remix,38733.333333333336
Jealous Again,58275.65060240964
Jealous Sea,105940.33333333333
Jealous Sun,140442.0
Jealous of Paris,2321.0
Jeffrey Bezos,56610.0
Jekyll and Hyde,912.5
Jello,707.5
Jelly Roll,375000.0
Jenny,91099.75
Jenny Drinks,29860.0
Jenny Jenkins,199398.0
Jenny Was A Friend Of Mine,139114.16
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,116564.0
Jenny from the Block (feat. Styles P. & Jadakiss) - Track Masters Remix,5944.0
Jenny of Oldstones (Game of Thrones),2507.0
Jenny of the Roses,1253.0
Jeremy,1486.0
Jericho,25467.714285714286
Jerry Springer Freestyle,1811.0
Jersey,11122.0
Jersey Giant,75358.22222222222
Jerusalema (feat. Nomcebo Zikode),18807.5
Jessie's Girl,63586.875
Jesus Christ,7605.0
Jesus In LA,1408.0
Jesus Is Just Alright with Me - 2007 Remaster,1532.0
Jesus Is Waiting,3250.0
Jesus Must Die,29230.7
Jesus Walks,105730.10204081633
Jesus and Jones,96455.0
Jesus of Suburbia,251587.83333333334
"Jesus of Suburbia (I. Jesus of Suburbia / II. City of the Damned / III. I Don't Care / IV. Dearly Beloved / V. Tales of Another Broken Home (feat. John Gallagher Jr., Michael Esper, Stark Sands, Mary Faber, The American Idiot Broadway Compa",305989.3846153846
"Jesus, Take the Wheel",79958.47222222222
Jet Airliner,74138.33
Jet Lag,1021.0
Jet Pack Blues,16748.0
Jet Set,3924.0
Jewels N' *****,228040.0
Jewels N' Drugs,7813.5
Jimminy Cricket,0.0
Jimmy Cooks (feat. 21 Savage),2003.0
Jimmy Gets High,6176.0
Jimmy Iovine (feat. Ab-Soul),167200.0
Jingle Bell Pop,36758.0
Jingle Bell Rock,81610.07692307692
Jingle Bell Rock - Daryl's Version,126233.0
Jingle Bells,952.0
Jingle Bells (feat. The Puppini Sisters),122018.5
Jinx,0.0
Joan and Bobby,9659.0
Joanne,88795.01388888889
Joanne (Where Do You Think You're Goin'?) - Piano Version,183017.16666666666
Jocelyn,61504.0
Jocelyn Flores,21843.25
Joe At Bat,1509.0
Johanna,37591.4375
"John Cougar, John Deere, John 3:16",5180.75
John My Beloved,160699.0
John Nineteen: Forty-One - Jesus Christ Superstar/Soundtrack Version,139666.0
John Nineteen:Forty One,3418.75
John Wayne,120125.88659793814
Johnny & June,3111.0
Johnny And Mary,0.0
Johnny B. Goode,33848.5
Johnny Cash (Man in Black),1555.0
Johnny's Got A Pistol,44210.0
"Johnny, I Hardly Knew Ya",2368.0
Join the Circus,10495.0
Joke In There Somewhere,324146.0
Joke's On You,125342.0
Jolene,77174.546875
Jolene (Glee Cast Version),157773.0
Jolene (Live),2948.5
Jolene (feat. Dolly Parton),5264.0
Jolene - Dumplin' Remix,204049.0
Jolene - Live,141835.0243902439
Jolie Coquine,52437.0
Jonestown Elementary (Tremonica),800.5
Jorja Interlude,51950.333333333336
Joseph All The Time,1555.0
Joseph's Dreams,110834.25
Joshua Tree,21209.25
Josslyn,124044.95238095238
Journey To The Real World (From Barbie The Album),4678.5
Journey to the Past,1375.5
"Journey to the Past (From The ""Anastasia"" Soundtrack)",1462.0
Joy,234718.8
Joy N' Pain - Re-Record,37929.0
Joy Of My Life,134617.33333333334
Joy Parade,8831.8
Joy To The World,43654.2
Joy to the World,11028.0
"Joy to the World / How Great Our Joy / O Come, O Come Emmanuel",163475.0
"Joy to the World/Joyful, Joyful We Adore Thee",155970.0
Joy to the World/Our God Saves,835.0
"Joyful, Joyful",234389.0
"Joyful, Joyful, We Adore Thee",73202.0
Joyride,2136.0
Judas,122308.76470588235
