id,species,observed_on,created_on,updated_on,place,user,latitude,longitude,url
126354615,Northern Diamondback Terrapin,2022-07-15 11:52:16-04:00,2022-07-15 11:54:56-04:00,2022-07-28 08:42:25-04:00,"New Jersey, US",mlrp,39.3452463561,-74.428412944,https://www.inaturalist.org/observations/126354615
126290744,Mud Fiddler Crab,2022-07-14 20:19:27-04:00,2022-07-14 22:15:38-04:00,2022-07-16 22:04:15-04:00,"E Lilly Lake Rd, Galloway, NJ, US",sauceman27,39.4648162861,-74.4496106668,https://www.inaturalist.org/observations/126290744
126265037,Atlantic Menhaden,2022-07-14 18:00:00-04:00,2022-07-14 18:08:10-04:00,2024-09-13 15:56:03-04:00,"Barnegat Bay, Lavallette, NJ, US",deetsanimals,39.9618553977,-74.0781412207,https://www.inaturalist.org/observations/126265037
126262949,Northern Diamondback Terrapin,2022-07-12 09:42:00-04:00,2022-07-14 17:52:45-04:00,2022-07-16 19:26:11-04:00,"New Jersey, US",danweiss15,39.0356816946,-74.6226934307,https://www.inaturalist.org/observations/126262949
126222244,Northern Diamondback Terrapin,2022-07-14 11:30:36-04:00,2022-07-14 12:30:11-04:00,2022-07-14 17:55:23-04:00,"New Jersey, US",i_comma_naturalist,39.7157977761,-74.1122985025,https://www.inaturalist.org/observations/126222244
126214232,Northern Diamondback Terrapin,2022-07-14 07:40:18-04:00,2022-07-14 11:27:55-04:00,2022-07-14 13:23:18-04:00,"New Jersey, US",flicker_wings,39.7957154392,-74.0525697423,https://www.inaturalist.org/observations/126214232
126212031,Northern Diamondback Terrapin,2022-07-14 11:03:54-04:00,2022-07-14 11:10:46-04:00,2022-07-15 19:59:41-04:00,"New Jersey, US",delaneyspano,39.2695795707,-74.560490881,https://www.inaturalist.org/observations/126212031
126207855,Northern Diamondback Terrapin,2022-07-14 09:50:20-04:00,2022-07-14 10:36:59-04:00,2022-07-14 11:42:24-04:00,United States,erin_allison,38.9504557084,-74.9222998071,https://www.inaturalist.org/observations/126207855
126138878,Northern Diamondback Terrapin,2022-07-13 20:02:39-04:00,2022-07-13 20:04:29-04:00,2022-07-28 08:42:48-04:00,"New Jersey, US",zachpamg,39.2457018685,-74.4422983155,https://www.inaturalist.org/observations/126138878
126128492,Northern Diamondback Terrapin,2022-07-13 17:57:23-04:00,2022-07-13 18:29:58-04:00,2023-07-08 04:56:06-04:00,"New Jersey, US",amandajeangr,39.636884891,-74.0257144469,https://www.inaturalist.org/observations/126128492
126090196,Northern Diamondback Terrapin,2022-07-13 13:28:15-04:00,2022-07-13 13:28:18-04:00,2022-07-13 19:44:04-04:00,"New Jersey, US",jimofthejungle,39.4464550796,-74.2707652699,https://www.inaturalist.org/observations/126090196
126082673,Northern Diamondback Terrapin,2022-07-13 12:27:58-04:00,2022-07-13 12:28:02-04:00,2022-07-13 19:44:10-04:00,"New Jersey, US",jimofthejungle,39.5131308319,-74.3497705009,https://www.inaturalist.org/observations/126082673
126081828,Northern Diamondback Terrapin,2022-07-13 12:21:56-04:00,2022-07-13 12:22:14-04:00,2022-07-13 19:44:17-04:00,"New Jersey, US",jimofthejungle,39.4582327254,-74.2715180983,https://www.inaturalist.org/observations/126081828
126080340,Northern Diamondback Terrapin,2022-07-13 12:10:21-04:00,2022-07-13 12:10:24-04:00,2022-07-13 19:44:26-04:00,"New Jersey, US",jimofthejungle,39.5136259184,-74.3371789244,https://www.inaturalist.org/observations/126080340
126079859,Northern Diamondback Terrapin,2022-07-13 12:06:15-04:00,2022-07-13 12:06:19-04:00,2022-07-13 19:44:40-04:00,"New Jersey, US",jimofthejungle,39.533142357,-74.2308584731,https://www.inaturalist.org/observations/126079859
126079597,Northern Diamondback Terrapin,2022-07-13 12:04:26-04:00,2022-07-13 12:04:37-04:00,2022-07-13 19:44:58-04:00,"New Jersey, US",jimofthejungle,39.4628893971,-74.3738593405,https://www.inaturalist.org/observations/126079597
126078112,Northern Diamondback Terrapin,2022-07-13 11:52:35-04:00,2022-07-13 11:52:41-04:00,2022-07-13 19:45:08-04:00,"New Jersey, US",jimofthejungle,39.4796765311,-74.3784633237,https://www.inaturalist.org/observations/126078112
126077632,Northern Diamondback Terrapin,2022-07-13 11:50:08-04:00,2022-07-13 11:50:11-04:00,2022-07-13 19:45:25-04:00,"New Jersey, US",jimofthejungle,39.5487718477,-74.2700507919,https://www.inaturalist.org/observations/126077632
126077576,Northern Diamondback Terrapin,2022-07-13 11:49:03-04:00,2022-07-13 11:49:42-04:00,2022-07-13 19:45:36-04:00,"New Jersey, US",jimofthejungle,39.5159339432,-74.2918256613,https://www.inaturalist.org/observations/126077576
126069288,Northern Diamondback Terrapin,2022-07-13 10:48:10-04:00,2022-07-13 10:48:46-04:00,2022-07-13 10:55:03-04:00,"New Jersey, US",moranca,39.4828361504,-74.3585790566,https://www.inaturalist.org/observations/126069288
126068433,Atlantic Menhaden,2022-07-13 10:40:19-04:00,2022-07-13 10:42:09-04:00,2024-08-23 15:09:09-04:00,"Absecon Inlet, Brigantine, NJ, US",cailynajoseph,39.376200704,-74.4076726142,https://www.inaturalist.org/observations/126068433
126028246,Northern Diamondback Terrapin,2022-07-12 22:43:35-04:00,2022-07-13 01:32:11-04:00,2022-07-13 21:18:48-04:00,"New Jersey, US",schilardo,39.0668855727,-74.7047394192,https://www.inaturalist.org/observations/126028246
126003040,Northern Diamondback Terrapin,2022-07-06 04:53:21-04:00,2022-07-12 20:04:13-04:00,2022-11-24 21:42:37-05:00,"New Jersey, US",evan216,39.6441583158,-74.1247966421,https://www.inaturalist.org/observations/126003040
125950733,Northern Diamondback Terrapin,2022-07-12 10:54:07-04:00,2022-07-12 13:00:19-04:00,2022-07-13 06:45:06-04:00,"New Jersey, US",baystate,39.3593059714,-74.5748537263,https://www.inaturalist.org/observations/125950733
125935705,Northern Diamondback Terrapin,2022-07-12 11:10:31-04:00,2022-07-12 11:13:46-04:00,2023-05-16 19:10:38-04:00,"New Jersey, US",flastere,39.2380562525,-74.5619143989,https://www.inaturalist.org/observations/125935705
125916323,Northern Diamondback Terrapin,2022-07-12 08:31:47-04:00,2022-07-12 08:33:53-04:00,2022-07-28 08:42:24-04:00,"New Jersey, US",buck58728,39.2615791218,-74.4287668926,https://www.inaturalist.org/observations/125916323
125915497,Northern Diamondback Terrapin,2022-07-12 08:22:46-04:00,2022-07-12 08:24:11-04:00,2022-07-28 08:42:52-04:00,"New Jersey, US",buck58728,39.2645051385,-74.449806058,https://www.inaturalist.org/observations/125915497
125863180,Northern Diamondback Terrapin,2022-05-20 14:00:17-04:00,2022-07-11 20:49:01-04:00,2022-07-11 21:15:40-04:00,"Cape May County, US-NJ, US",wroland1,39.1856053861,-74.671062023,https://www.inaturalist.org/observations/125863180
125805635,Northern Diamondback Terrapin,2022-07-11 13:06:12-04:00,2022-07-11 13:09:20-04:00,2022-07-11 13:47:04-04:00,"New Jersey, US",amindel,39.386071205,-74.6358636843,https://www.inaturalist.org/observations/125805635
125794430,Northern Diamondback Terrapin,2022-07-11 11:36:15-04:00,2022-07-11 11:50:44-04:00,2022-07-11 12:17:52-04:00,"New Jersey, US",keepnjwild,39.4259702207,-74.2406385846,https://www.inaturalist.org/observations/125794430
125793997,Northern Diamondback Terrapin,2022-07-11 11:39:27-04:00,2022-07-11 11:47:22-04:00,2022-07-11 12:18:00-04:00,"New Jersey, US",keepnjwild,39.5838743107,-74.2071305563,https://www.inaturalist.org/observations/125793997
125791410,Northern Diamondback Terrapin,2022-07-11 11:27:10-04:00,2022-07-11 11:27:49-04:00,2022-07-11 12:18:10-04:00,"New Jersey, US",moranca,39.5710569461,-74.340604292,https://www.inaturalist.org/observations/125791410
125791207,Northern Diamondback Terrapin,2022-07-11 11:24:09-04:00,2022-07-11 11:26:04-04:00,2022-07-11 12:17:37-04:00,"New Jersey, US",keepnjwild,39.4548357783,-74.2343991055,https://www.inaturalist.org/observations/125791207
125788825,Northern Diamondback Terrapin,2022-07-11 11:06:17-04:00,2022-07-11 11:08:07-04:00,2022-07-11 11:29:30-04:00,"New Jersey, US",keepnjwild,39.5804622062,-74.2921620799,https://www.inaturalist.org/observations/125788825
125787875,Mud Fiddler Crab,2022-06-26 09:10:41-04:00,2022-07-11 11:01:12-04:00,2022-07-18 15:48:37-04:00,"Bayonne, NJ 07002, USA",beija_flor,40.6650397477,-74.0967894718,https://www.inaturalist.org/observations/125787875
125787757,Northern Diamondback Terrapin,2022-07-11 10:57:14-04:00,2022-07-11 11:00:11-04:00,2022-07-11 11:30:47-04:00,"New Jersey, US",keepnjwild,39.4060654145,-74.255202138,https://www.inaturalist.org/observations/125787757
125786226,Northern Diamondback Terrapin,2022-07-11 10:47:43-04:00,2022-07-11 10:49:33-04:00,2022-07-11 11:31:20-04:00,"New Jersey, US",keepnjwild,39.4141776032,-74.367049279,https://www.inaturalist.org/observations/125786226
125785130,Northern Diamondback Terrapin,2022-07-11 10:37:45-04:00,2022-07-11 10:40:03-04:00,2022-07-11 11:28:44-04:00,"New Jersey, US",keepnjwild,39.4211946032,-74.2518112869,https://www.inaturalist.org/observations/125785130
125624813,Northern Diamondback Terrapin,2022-07-10 11:46:56-04:00,2022-07-10 11:47:38-04:00,2022-07-10 12:45:48-04:00,"New Jersey, US",moranca,39.5591401198,-74.304220581,https://www.inaturalist.org/observations/125624813
125616193,Northern Diamondback Terrapin,2022-07-10 10:51:26-04:00,2022-07-10 10:52:44-04:00,2022-07-10 19:02:38-04:00,"New Jersey, US",amindel,39.4793452623,-74.506245369,https://www.inaturalist.org/observations/125616193
125370158,Northern Diamondback Terrapin,2022-07-08 18:39:55-04:00,2022-07-08 18:40:39-04:00,2022-07-28 09:56:19-04:00,"New Jersey, US",stellaleia,39.2230440575,-74.4669960072,https://www.inaturalist.org/observations/125370158
125368632,Northern Diamondback Terrapin,2022-07-08 18:27:58-04:00,2022-07-08 18:28:39-04:00,2022-07-12 15:41:52-04:00,"New Jersey, US",stellaleia,39.3065840839,-74.5799385662,https://www.inaturalist.org/observations/125368632
125358901,Northern Diamondback Terrapin,2022-06-30 08:43:16-04:00,2022-07-08 17:08:04-04:00,2022-09-21 20:12:17-04:00,"Cape May County, US-NJ, US",danweiss15,39.1562672117,-74.9445333015,https://www.inaturalist.org/observations/125358901
125354093,Northern Diamondback Terrapin,2022-07-08 14:25:39-04:00,2022-07-08 16:31:55-04:00,2022-09-21 20:12:22-04:00,"New Jersey, US",mlrp,39.3362025853,-74.5508728639,https://www.inaturalist.org/observations/125354093
125350130,Northern Diamondback Terrapin,2022-07-08 15:49:51-04:00,2022-07-08 16:02:27-04:00,2022-07-12 15:42:55-04:00,"New Jersey, US",bryn38,39.3199581771,-74.5495414424,https://www.inaturalist.org/observations/125350130
125350099,Northern Diamondback Terrapin,2022-07-05 12:08:38-04:00,2022-07-08 16:02:08-04:00,2022-07-08 16:08:18-04:00,"New Jersey, US",bryn38,39.2653104754,-74.5013419904,https://www.inaturalist.org/observations/125350099
125349565,Northern Diamondback Terrapin,2022-07-08 15:22:23-04:00,2022-07-08 15:57:13-04:00,2022-07-12 15:43:57-04:00,"New Jersey, US",bryn38,39.3341298265,-74.5827226421,https://www.inaturalist.org/observations/125349565
125344627,Northern Diamondback Terrapin,2022-07-08 13:42:09-04:00,2022-07-08 15:16:09-04:00,2023-02-17 10:54:20-05:00,"Cape May County, US-NJ, US",hannahtidae,39.0403844615,-74.7873059389,https://www.inaturalist.org/observations/125344627
125342505,Northern Diamondback Terrapin,2022-07-08 14:51:11-04:00,2022-07-08 14:59:41-04:00,2022-07-12 15:44:24-04:00,"New Jersey, US",bryn38,39.3636959153,-74.4344396958,https://www.inaturalist.org/observations/125342505
125340995,Northern Diamondback Terrapin,2022-07-08 14:22:40-04:00,2022-07-08 14:46:55-04:00,2022-07-12 15:44:48-04:00,"New Jersey, US",mlrp,39.2757793469,-74.4693048423,https://www.inaturalist.org/observations/125340995
125340935,Northern Diamondback Terrapin,2022-07-08 14:22:33-04:00,2022-07-08 14:46:24-04:00,2022-07-12 15:45:15-04:00,"New Jersey, US",mlrp,39.2371719857,-74.5382345268,https://www.inaturalist.org/observations/125340935
125340559,Northern Diamondback Terrapin,2022-07-08 14:42:39-04:00,2022-07-08 14:43:26-04:00,2022-07-12 15:45:32-04:00,"New Jersey, US",stellaleia,39.2590905182,-74.5334247836,https://www.inaturalist.org/observations/125340559
125340310,Northern Diamondback Terrapin,2022-07-08 14:15:03-04:00,2022-07-08 14:42:19-04:00,2022-07-12 15:45:59-04:00,"New Jersey, US",mlrp,39.2017443002,-74.5893397938,https://www.inaturalist.org/observations/125340310
125339780,Northern Diamondback Terrapin,2022-07-08 13:47:27-04:00,2022-07-08 14:38:23-04:00,2022-07-12 15:46:26-04:00,"New Jersey, US",mlrp,39.3244565715,-74.5958584203,https://www.inaturalist.org/observations/125339780
125339303,Northern Diamondback Terrapin,2022-07-08 14:14:16-04:00,2022-07-08 14:34:39-04:00,2022-07-08 16:10:45-04:00,"New Jersey, US",mlrp,39.2771820874,-74.5065280816,https://www.inaturalist.org/observations/125339303
125331028,Northern Diamondback Terrapin,2022-07-08 13:31:15-04:00,2022-07-08 13:38:54-04:00,2022-07-12 15:46:42-04:00,"New Jersey, US",mlrp,39.2503910889,-74.471945666,https://www.inaturalist.org/observations/125331028
125330680,Northern Diamondback Terrapin,2022-07-08 13:30:36-04:00,2022-07-08 13:36:12-04:00,2022-07-12 15:47:04-04:00,"New Jersey, US",mlrp,39.2888906871,-74.4941106222,https://www.inaturalist.org/observations/125330680
125330484,Northern Diamondback Terrapin,2022-07-08 13:23:11-04:00,2022-07-08 13:34:19-04:00,2022-07-12 15:47:14-04:00,"New Jersey, US",mlrp,39.3207059661,-74.4365942399,https://www.inaturalist.org/observations/125330484
125329312,Northern Diamondback Terrapin,2022-07-08 13:10:42-04:00,2022-07-08 13:26:04-04:00,2022-07-08 13:43:34-04:00,"New Jersey, US",jeanne179,39.4624261987,-74.4012990496,https://www.inaturalist.org/observations/125329312
125329260,Northern Diamondback Terrapin,2022-07-08 13:17:40-04:00,2022-07-08 13:25:46-04:00,2022-07-12 15:47:36-04:00,"New Jersey, US",mlrp,39.3611999785,-74.5182933646,https://www.inaturalist.org/observations/125329260
125328934,Northern Diamondback Terrapin,2022-07-08 13:12:51-04:00,2022-07-08 13:24:04-04:00,2022-07-12 15:47:58-04:00,"New Jersey, US",mlrp,39.3738933316,-74.5405327013,https://www.inaturalist.org/observations/125328934
125326846,Northern Diamondback Terrapin,2022-07-08 13:05:32-04:00,2022-07-08 13:09:28-04:00,2022-07-12 15:48:12-04:00,"New Jersey, US",mlrp,39.3947287395,-74.426936242,https://www.inaturalist.org/observations/125326846
125324359,Northern Diamondback Terrapin,2022-07-08 12:46:04-04:00,2022-07-08 12:50:22-04:00,2022-07-12 15:48:26-04:00,"New Jersey, US",mlrp,39.2049973791,-74.4669904672,https://www.inaturalist.org/observations/125324359
125322960,Northern Diamondback Terrapin,2022-07-08 12:25:42-04:00,2022-07-08 12:39:25-04:00,2022-07-12 15:49:18-04:00,"New Jersey, US",mlrp,39.3752238918,-74.5690579417,https://www.inaturalist.org/observations/125322960
125322481,Northern Diamondback Terrapin,2022-07-08 12:22:57-04:00,2022-07-08 12:36:42-04:00,2022-07-12 15:49:23-04:00,"New Jersey, US",mlrp,39.2572554146,-74.5908500552,https://www.inaturalist.org/observations/125322481
125320257,Northern Diamondback Terrapin,2022-07-08 12:17:21-04:00,2022-07-08 12:20:49-04:00,2022-07-12 15:49:32-04:00,"New Jersey, US",mlrp,39.2049179097,-74.4259477738,https://www.inaturalist.org/observations/125320257
125318121,Northern Diamondback Terrapin,2022-07-08 12:06:08-04:00,2022-07-08 12:07:00-04:00,2022-07-08 12:20:19-04:00,"New Jersey, US",moranca,39.5072879596,-74.3169829091,https://www.inaturalist.org/observations/125318121
125293337,Northern Diamondback Terrapin,2022-07-08 08:36:49-04:00,2022-07-08 08:37:40-04:00,2022-07-11 10:53:47-04:00,"New Jersey, US",cynthia_varamo,39.5775892151,-74.3036220323,https://www.inaturalist.org/observations/125293337
125275292,Mud Fiddler Crab,2022-07-06 03:06:42-04:00,2022-07-08 03:52:10-04:00,2022-07-20 13:50:32-04:00,"Gull Pond Rd, Galloway, NJ, US",rileywyna,39.466555,-74.4467466667,https://www.inaturalist.org/observations/125275292
125227877,Northern Diamondback Terrapin,2022-07-07 18:26:27-04:00,2022-07-07 18:27:41-04:00,2022-07-12 15:49:53-04:00,"New Jersey, US",stellaleia,39.2793624886,-74.5166057647,https://www.inaturalist.org/observations/125227877
125225839,Northern Diamondback Terrapin,2022-07-07 18:06:18-04:00,2022-07-07 18:07:48-04:00,2022-07-12 15:50:09-04:00,"New Jersey, US",stellaleia,39.3581263409,-74.4724298164,https://www.inaturalist.org/observations/125225839
125162282,Northern Diamondback Terrapin,2022-07-07 09:43:08-04:00,2022-07-07 09:43:16-04:00,2024-03-25 09:04:23-04:00,"Cape May County, US-NJ, US",birdwatcher312,39.0802071966,-74.6595671232,https://www.inaturalist.org/observations/125162282
125159658,Northern Diamondback Terrapin,2022-07-06 15:22:06-04:00,2022-07-07 09:23:08-04:00,2022-07-12 15:50:42-04:00,"New Jersey, US",zachpamg,39.2578319109,-74.4098288405,https://www.inaturalist.org/observations/125159658
125070030,Northern Diamondback Terrapin,2022-07-06 15:49:14-04:00,2022-07-06 15:51:45-04:00,2022-07-12 15:51:18-04:00,"New Jersey, US",zachpamg,39.2354009696,-74.5805846752,https://www.inaturalist.org/observations/125070030
125066814,Northern Diamondback Terrapin,2022-07-06 15:23:00-04:00,2022-07-06 15:27:14-04:00,2022-07-12 15:51:28-04:00,"New Jersey, US",zachpamg,39.3785074254,-74.4580428673,https://www.inaturalist.org/observations/125066814
125066804,Northern Diamondback Terrapin,2022-07-06 15:20:46-04:00,2022-07-06 15:27:10-04:00,2022-07-06 16:40:12-04:00,"New Jersey, US",christinehealy,39.4854501963,-74.2625279392,https://www.inaturalist.org/observations/125066804
125066372,Northern Diamondback Terrapin,2022-07-06 13:03:54-04:00,2022-07-06 15:23:41-04:00,2022-07-06 16:40:30-04:00,"New Jersey, US",christinehealy,39.4910306758,-74.3737499423,https://www.inaturalist.org/observations/125066372
125048786,Northern Diamondback Terrapin,2022-07-06 13:09:32-04:00,2022-07-06 13:12:24-04:00,2022-07-12 15:52:19-04:00,"New Jersey, US",flastere,39.2543363482,-74.4508283038,https://www.inaturalist.org/observations/125048786
125035172,Northern Diamondback Terrapin,2022-07-06 11:34:07-04:00,2022-07-06 11:35:43-04:00,2022-07-06 16:44:13-04:00,"New Jersey, US",christinehealy,39.4707680039,-74.3621650384,https://www.inaturalist.org/observations/125035172
125033201,Northern Diamondback Terrapin,2022-07-06 11:08:19-04:00,2022-07-06 11:21:14-04:00,2022-07-07 12:00:25-04:00,"New Jersey, US",meranda_cardona,39.2943946025,-74.5972528378,https://www.inaturalist.org/observations/125033201
125030165,Northern Diamondback Terrapin,2022-07-06 09:10:59-04:00,2022-07-06 10:59:32-04:00,2022-07-06 15:20:01-04:00,"Cape May County, US-NJ, US",erin_allison,39.155979272,-74.6872752938,https://www.inaturalist.org/observations/125030165
124913214,Northern Diamondback Terrapin,2022-07-05 13:58:58-04:00,2022-07-05 14:04:51-04:00,2022-07-05 16:47:53-04:00,United States,maggiegoldenberg,40.8192937874,-74.7171248475,https://www.inaturalist.org/observations/124913214
124899587,Northern Diamondback Terrapin,2022-07-05 12:22:22-04:00,2022-07-05 12:23:27-04:00,2022-07-05 13:06:34-04:00,"New Jersey, US",mibnnzyahoocom,39.5403851201,-74.2395476018,https://www.inaturalist.org/observations/124899587
124899067,Northern Diamondback Terrapin,2022-07-05 12:18:25-04:00,2022-07-05 12:19:04-04:00,2022-07-05 13:06:29-04:00,"New Jersey, US",mibnnzyahoocom,39.4849770288,-74.2019176016,https://www.inaturalist.org/observations/124899067
124799205,Eastern Mudsnail,2022-07-04 14:02:43-04:00,2022-07-04 18:14:07-04:00,2023-01-10 19:40:01-05:00,"Avalon, NJ 08202, USA",mmmmbugs,39.1037694444,-74.7073361111,https://www.inaturalist.org/observations/124799205
124799076,Mud Fiddler Crab,2022-06-11 09:52:41-04:00,2022-07-04 18:13:03-04:00,2022-07-20 13:40:53-04:00,"Upper New York Bay, Bayonne, NJ, US",pidgygon,40.6698455272,-74.1042269797,https://www.inaturalist.org/observations/124799076
124760944,Northern Diamondback Terrapin,2022-07-04 14:02:21-04:00,2022-07-04 14:15:05-04:00,2022-07-06 06:48:04-04:00,"New Jersey, US",mlrp,39.3396454949,-74.5682089408,https://www.inaturalist.org/observations/124760944
124756944,Northern Diamondback Terrapin,2022-07-04 13:41:56-04:00,2022-07-04 13:51:53-04:00,2022-07-06 06:48:15-04:00,"New Jersey, US",mlrp,39.3939722119,-74.5198630675,https://www.inaturalist.org/observations/124756944
124754000,Northern Diamondback Terrapin,2022-07-04 13:28:47-04:00,2022-07-04 13:35:01-04:00,2022-07-06 06:48:22-04:00,"New Jersey, US",mlrp,39.3288642052,-74.4619591212,https://www.inaturalist.org/observations/124754000
124751786,Northern Diamondback Terrapin,2022-07-04 13:15:50-04:00,2022-07-04 13:18:24-04:00,2022-07-06 06:48:30-04:00,"New Jersey, US",mlrp,39.2856381897,-74.5266340441,https://www.inaturalist.org/observations/124751786
124751001,Northern Diamondback Terrapin,2022-07-04 13:09:48-04:00,2022-07-04 13:13:37-04:00,2022-07-06 06:53:56-04:00,"New Jersey, US",mlrp,39.2554904577,-74.5206838423,https://www.inaturalist.org/observations/124751001
124750034,Northern Diamondback Terrapin,2022-07-04 13:03:41-04:00,2022-07-04 13:07:09-04:00,2022-07-06 06:54:11-04:00,"New Jersey, US",mlrp,39.3116106881,-74.5036781581,https://www.inaturalist.org/observations/124750034
124747562,Northern Diamondback Terrapin,2022-07-04 12:47:49-04:00,2022-07-04 12:51:28-04:00,2022-07-06 06:54:54-04:00,"New Jersey, US",mlrp,39.3711828859,-74.4615712782,https://www.inaturalist.org/observations/124747562
124746287,Northern Diamondback Terrapin,2022-07-04 12:40:01-04:00,2022-07-04 12:44:45-04:00,2022-07-06 06:55:24-04:00,"New Jersey, US",mlrp,39.3457204234,-74.5434603984,https://www.inaturalist.org/observations/124746287
124717789,Northern Diamondback Terrapin,2022-07-04 09:15:28-04:00,2022-07-04 09:16:05-04:00,2024-06-06 17:05:59-04:00,"New Jersey, US",moranca,39.4249743719,-74.2912207044,https://www.inaturalist.org/observations/124717789
124627093,Mud Fiddler Crab,2022-07-03 09:53:14-04:00,2022-07-03 17:18:01-04:00,2023-01-10 19:40:01-05:00,"Stone Harbor, NJ 08247, USA",mmmmbugs,39.0600874553,-74.7738276422,https://www.inaturalist.org/observations/124627093
124602907,Northern Diamondback Terrapin,2022-07-03 14:52:18-04:00,2022-07-03 14:55:54-04:00,2022-07-04 18:22:54-04:00,"New Jersey, US",terpwatcher,39.4098907969,-74.2117810992,https://www.inaturalist.org/observations/124602907
124600925,Northern Diamondback Terrapin,2022-07-03 14:40:37-04:00,2022-07-03 14:44:45-04:00,2022-07-06 06:55:39-04:00,"New Jersey, US",mlrp,39.2057952905,-74.4581162334,https://www.inaturalist.org/observations/124600925
124599630,Northern Diamondback Terrapin,2022-07-03 14:32:29-04:00,2022-07-03 14:36:52-04:00,2022-07-06 06:55:50-04:00,"New Jersey, US",mlrp,39.2025309119,-74.5414336644,https://www.inaturalist.org/observations/124599630
124598380,Northern Diamondback Terrapin,2022-07-03 14:26:17-04:00,2022-07-03 14:29:45-04:00,2022-07-06 06:55:58-04:00,"New Jersey, US",mlrp,39.2322442098,-74.4044160204,https://www.inaturalist.org/observations/124598380
124597076,Northern Diamondback Terrapin,2022-07-03 14:19:59-04:00,2022-07-03 14:22:34-04:00,2022-07-05 21:31:28-04:00,"New Jersey, US",mlrp,39.2327449975,-74.4879793762,https://www.inaturalist.org/observations/124597076
124422036,Mud Fiddler Crab,2022-07-02 11:21:00-04:00,2022-07-02 13:52:23-04:00,2022-07-03 09:12:20-04:00,"Galloway, NJ, USA",jmarcinik,39.4633100689,-74.4488275964,https://www.inaturalist.org/observations/124422036
124420186,Northern Diamondback Terrapin,2022-07-02 11:42:51-04:00,2022-07-02 13:41:13-04:00,2023-02-27 19:58:23-05:00,"New Jersey, US",jmarcinik,39.4001192644,-74.4139916132,https://www.inaturalist.org/observations/124420186
124417932,Northern Diamondback Terrapin,2022-07-02 13:26:02-04:00,2022-07-02 13:27:19-04:00,2022-07-03 11:40:18-04:00,"New Jersey, US",pelagic1,39.4439019893,-74.3910383005,https://www.inaturalist.org/observations/124417932
124417723,Northern Diamondback Terrapin,2022-07-02 13:23:37-04:00,2022-07-02 13:25:53-04:00,2022-07-04 09:49:04-04:00,"New Jersey, US",pelagic1,39.5750852,-74.3498910146,https://www.inaturalist.org/observations/124417723
124411606,Northern Diamondback Terrapin,2022-07-02 12:45:30-04:00,2022-07-02 12:46:08-04:00,2022-07-03 11:40:13-04:00,"New Jersey, US",jimofthejungle,39.5642721719,-74.2960902478,https://www.inaturalist.org/observations/124411606
124411048,Northern Diamondback Terrapin,2022-07-02 12:43:09-04:00,2022-07-02 12:43:26-04:00,2022-07-03 11:40:14-04:00,"New Jersey, US",jimofthejungle,39.5733408074,-74.3065473909,https://www.inaturalist.org/observations/124411048
124407112,Northern Diamondback Terrapin,2022-07-02 12:19:40-04:00,2022-07-02 12:19:47-04:00,2022-07-03 11:40:15-04:00,"New Jersey, US",jimofthejungle,39.4953002046,-74.2335533194,https://www.inaturalist.org/observations/124407112
124406994,Northern Diamondback Terrapin,2022-07-02 12:18:39-04:00,2022-07-02 12:18:57-04:00,2022-07-03 11:40:16-04:00,"New Jersey, US",jimofthejungle,39.5683228556,-74.2767392498,https://www.inaturalist.org/observations/124406994
124394691,Northern Diamondback Terrapin,2022-07-02 11:04:17-04:00,2022-07-02 11:04:21-04:00,2022-07-03 11:40:17-04:00,"New Jersey, US",jimofthejungle,39.4926558887,-74.362059316,https://www.inaturalist.org/observations/124394691
124394316,Northern Diamondback Terrapin,2022-07-02 11:01:23-04:00,2022-07-02 11:02:01-04:00,2022-07-03 11:40:23-04:00,"New Jersey, US",jimofthejungle,39.4043356951,-74.3868953166,https://www.inaturalist.org/observations/124394316
124284514,Northern Diamondback Terrapin,2022-07-01 15:18:01-04:00,2022-07-01 15:18:05-04:00,2023-06-22 20:04:21-04:00,"New Jersey, US",lrburger,39.7319301174,-74.3191819185,https://www.inaturalist.org/observations/124284514
124277867,Northern Diamondback Terrapin,2022-07-01 14:23:10-04:00,2022-07-01 14:25:12-04:00,2022-07-03 11:40:23-04:00,"New Jersey, US",lrburger,39.6350874332,-74.2019932757,https://www.inaturalist.org/observations/124277867
124276842,Northern Diamondback Terrapin,2022-07-01 14:17:43-04:00,2022-07-01 14:19:28-04:00,2023-04-19 01:38:39-04:00,"New Jersey, US",lrburger,39.6339402226,-74.3378913212,https://www.inaturalist.org/observations/124276842
124273458,Northern Diamondback Terrapin,2022-07-01 13:40:30-04:00,2022-07-01 13:52:36-04:00,2022-07-06 17:46:21-04:00,"New Jersey, US",flastere,39.2963196868,-74.5222387495,https://www.inaturalist.org/observations/124273458
124273389,Northern Diamondback Terrapin,2022-07-01 13:51:27-04:00,2022-07-01 13:51:53-04:00,2022-07-01 14:55:10-04:00,"New Jersey, US",lrburger,39.6028536057,-74.3995525856,https://www.inaturalist.org/observations/124273389
124273252,Northern Diamondback Terrapin,2022-07-01 13:48:30-04:00,2022-07-01 13:50:24-04:00,2022-08-02 13:27:21-04:00,"New Jersey, US",flastere,39.265325299,-74.5935666574,https://www.inaturalist.org/observations/124273252
